Id,Predicted
1_1073,0.876246
1_1074,0.047657
1_1075,0.046379
1_1076,0.047423
1_1077,0.047729
1_1078,0.045973
1_1079,0.028944
1_1080,0.025146
1_1081,0.021305
1_1082,0.031498
1_1083,0.028143
1_1084,0.026688
1_1085,0.02769
1_1086,0.021263
1_1087,0.022923
1_1088,0.01816
1_1089,0.018647
1_1090,0.019157
1_1091,0.026427
1_1092,0.035216
1_1093,0.035085
1_1094,0.032197
1_1095,0.024105
1_1096,0.018066
1_1097,0.017544
1_1098,0.033926
1_1099,0.037601
1_1100,0.054143
1_1101,0.05067
1_1102,0.047053
1_1103,0.731578
1_1104,0.870828
1_1105,0.038996
1_1106,0.038579
1_1107,0.042887
1_1108,0.045978
1_1109,0.0494
1_1110,0.05221
1_1111,0.052759
1_1112,0.050645
1_1113,0.746565
1_1114,0.887297
1_1115,0.06598
1_1116,0.061508
1_1117,0.066048
1_1118,0.050661
1_1119,0.734999
1_1120,0.883284
1_1121,0.064671
1_1122,0.045968
1_1123,0.04831
1_1124,0.056165
1_1125,0.052664
1_1126,0.057263
1_1127,0.747699
1_1128,0.882202
1_1129,0.041986
1_1130,0.041414
1_1131,0.047241
1_1132,0.045869
1_1133,0.045367
1_1134,0.030801
1_1135,0.035096
1_1136,0.043548
1_1137,0.042852
1_1138,0.059729
1_1139,0.056309
1_1140,0.059572
1_1141,0.775014
1_1142,0.915446
1_1143,0.045344
1_1144,0.040913
1_1145,0.046028
1_1146,0.056465
1_1147,0.056236
1_1148,0.035481
1_1149,0.023309
1_1150,0.042725
1_1151,0.043346
1_1152,0.060555
1_1153,0.055833
1_1154,0.055221
1_1155,0.770181
1_1156,0.917315
1_1157,0.041487
1_1158,0.038499
1_1159,0.044454
1_1160,0.043437
1_1161,0.042549
1_1162,0.030839
1_1163,0.02251
1_1164,0.015366
1_1165,0.019076
1_1166,0.021297
1_1167,0.016246
1_1168,0.016003
1_1169,0.021904
1_1170,0.023692
1_1171,0.014937
1_1172,0.014991
1_1173,0.042001
1_1174,0.043329
1_1175,0.055381
1_1176,0.054139
1_1177,0.049381
1_1178,0.772531
1_1179,0.925622
1_1180,0.042218
1_1181,0.038474
1_1182,0.048593
1_1183,0.044182
1_1184,0.037705
1_1185,0.027519
1_1186,0.025374
1_1187,0.020856
1_1188,0.02193
1_1189,0.014447
1_1190,0.043807
1_1191,0.04633
1_1192,0.055705
1_1193,0.054138
1_1194,0.048946
1_1195,0.780447
1_1196,0.9342
1_1197,0.042231
1_1198,0.042512
1_1199,0.057183
1_1200,0.069146
1_1201,0.057602
1_1202,0.798588
1_1203,0.927419
1_1204,0.076028
1_1205,0.751077
1_1206,0.867081
1_1207,0.066391
1_1208,0.056966
1_1209,0.757674
1_1210,0.901735
1_1211,0.065835
1_1212,0.058979
1_1213,0.06231
1_1214,0.041997
1_1215,0.039943
1_1216,0.029003
1_1217,0.026451
1_1218,0.021882
1_1219,0.040615
1_1220,0.044025
1_1221,0.053793
1_1222,0.058261
1_1223,0.054497
1_1224,0.790206
1_1225,0.934098
1_1226,0.036768
1_1227,0.03742
1_1228,0.04073
1_1229,0.045746
1_1230,0.043561
1_1231,0.09327
1_1232,0.073375
1_1233,0.080148
1_1234,0.818435
1_1235,0.934629
1_1236,0.777417
1_1237,0.916734
1_1238,0.074121
1_1239,0.0582
1_1240,0.070712
1_1241,0.065651
1_1242,0.064137
1_1243,0.073518
1_1244,0.840569
1_1245,0.936562
1_1246,0.086069
1_1247,0.08309
1_1248,0.781698
1_1249,0.162623
1_1250,0.904785
1_1251,0.074941
1_1252,0.080446
1_1253,0.06861
1_1254,0.058866
1_1255,0.067309
1_1256,0.052254
1_1257,0.027996
1_1258,0.020452
1_1259,0.029989
1_1260,0.02195
1_1261,0.017184
1_1262,0.019097
1_1263,0.014304
1_1264,0.014418
1_1265,0.014567
1_1266,0.014596
1_1267,0.014694
1_1268,0.014569
1_1269,0.017598
1_1270,0.019377
1_1271,0.013826
1_1272,0.039489
1_1273,0.043152
1_1274,0.061546
1_1275,0.069692
1_1276,0.060549
1_1277,0.82403
1_1278,0.939914
1_1279,0.062233
1_1280,0.770818
1_1281,0.907722
1_1282,0.057984
1_1283,0.052975
1_1284,0.057551
1_1285,0.062144
1_1286,0.048761
1_1287,0.045732
1_1288,0.066164
1_1289,0.082475
1_1290,0.068975
1_1291,0.822364
1_1292,0.21803
1_1293,0.887427
1_1294,0.078963
1_1295,0.100653
1_1296,0.076409
1_1297,0.758064
1_1298,0.904135
1_1299,0.088957
1_1300,0.056753
1_1301,0.052298
1_1302,0.047285
1_1303,0.038288
1_1304,0.02453
1_1305,0.026068
1_1306,0.044146
1_1307,0.041152
1_1308,0.054463
1_1309,0.054083
1_1310,0.049314
1_1311,0.788127
1_1312,0.94009
1_1313,0.039788
1_1314,0.03835
1_1315,0.044685
1_1316,0.04206
1_1317,0.03823
1_1318,0.024633
1_1319,0.019656
1_1320,0.03981
1_1321,0.045171
1_1322,0.053728
1_1323,0.051127
1_1324,0.048761
1_1325,0.786062
1_1326,0.942603
1_1327,0.038908
1_1328,0.035151
1_1329,0.041775
1_1330,0.041167
1_1331,0.041063
1_1332,0.041679
1_1333,0.052085
1_1334,0.052804
1_1335,0.048487
1_1336,0.830428
1_1337,0.934332
1_1338,0.056305
1_1339,0.073743
1_1340,0.071604
1_1341,0.7597
1_1342,0.875741
1_1343,0.069456
1_1344,0.05735
1_1345,0.769652
1_1346,0.907681
1_1347,0.060636
1_1348,0.049706
1_1349,0.058513
1_1350,0.041537
1_1351,0.039492
1_1352,0.02227
1_1353,0.020504
1_1354,0.017532
1_1355,0.012667
1_1356,0.015651
1_1357,0.017452
1_1358,0.03798
1_1359,0.045623
1_1360,0.053958
1_1361,0.050817
1_1362,0.048334
1_1363,0.782193
1_1364,0.935106
1_1365,0.038113
1_1366,0.035474
1_1367,0.040107
1_1368,0.04372
1_1369,0.042159
1_1370,0.038109
1_1371,0.034598
1_1372,0.029085
1_1373,0.026227
1_1374,0.018854
1_1375,0.017055
1_1376,0.018838
1_1377,0.019913
1_1378,0.021435
1_1379,0.020053
1_1380,0.025698
1_1381,0.018016
1_1382,0.016364
1_1383,0.026166
1_1384,0.027231
1_1385,0.019693
1_1386,0.014604
1_1387,0.014258
1_1388,0.019495
1_1389,0.025359
1_1390,0.018134
1_1391,0.013481
1_1392,0.040076
1_1393,0.041201
1_1394,0.05372
1_1395,0.053244
1_1396,0.046209
1_1397,0.787964
1_1398,0.933589
1_1399,0.037842
1_1400,0.035032
1_1401,0.039491
1_1402,0.050243
1_1403,0.047189
1_1404,0.029411
1_1405,0.022775
1_1406,0.015343
1_1407,0.024677
1_1408,0.041333
1_1409,0.041303
1_1410,0.051776
1_1411,0.05699
1_1412,0.051709
1_1413,0.783883
1_1414,0.932623
1_1415,0.035941
1_1416,0.035622
1_1417,0.049632
1_1418,0.045675
1_1419,0.042566
1_1420,0.030079
1_1421,0.025456
1_1422,0.020466
1_1423,0.018793
1_1424,0.0276
1_1425,0.020372
1_1426,0.018237
1_1427,0.020216
1_1428,0.012047
1_1429,0.015226
1_1430,0.016381
1_1431,0.017507
1_1432,0.023483
1_1433,0.025793
1_1434,0.024943
1_1435,0.017801
1_1437,0.018962
1_1438,0.00846
2_0,0.034313
2_1,0.042705
2_2,0.035777
2_3,0.030691
2_4,0.020731
2_5,0.02127
2_6,0.020571
2_7,0.020518
2_8,0.046333
2_9,0.050173
2_10,0.100348
2_11,0.078231
2_12,0.085411
2_13,0.8528
2_14,0.966165
2_15,0.802863
2_16,0.949981
2_17,0.08077
2_18,0.070435
2_19,0.078041
2_20,0.071071
2_21,0.07469
2_22,0.800523
2_23,0.961156
2_24,0.043006
2_25,0.044189
2_26,0.099203
2_27,0.077995
2_28,0.082418
2_29,0.832494
2_30,0.961643
2_31,0.821163
2_32,0.923753
2_33,0.082476
2_34,0.077414
2_35,0.074422
2_36,0.788961
2_37,0.930469
2_38,0.070293
2_39,0.050514
2_40,0.048096
2_41,0.052462
2_42,0.042821
2_43,0.028421
2_44,0.027546
2_45,0.030714
2_46,0.030631
2_47,0.026174
2_48,0.047785
2_49,0.048429
2_50,0.05832
2_51,0.057798
2_52,0.052805
2_53,0.809332
2_54,0.969119
2_55,0.04254
2_56,0.039865
2_57,0.047231
2_58,0.055974
2_59,0.045914
2_60,0.033175
2_61,0.031124
2_62,0.045006
2_63,0.045728
2_64,0.100379
2_65,0.087612
2_66,0.201606
2_67,0.916445
2_68,0.224224
2_69,0.185835
2_70,0.896126
2_71,0.879441
2_72,0.908579
2_73,0.158931
2_74,0.142593
2_75,0.165815
2_76,0.100997
2_77,0.833801
2_78,0.934633
2_79,0.067603
2_80,0.074477
2_81,0.052194
2_82,0.77757
2_83,0.925284
2_84,0.067907
2_85,0.049048
2_86,0.044201
2_87,0.053245
2_88,0.045042
2_89,0.033245
2_90,0.031014
2_91,0.023423
2_92,0.025166
2_93,0.017154
2_94,0.042429
2_95,0.043963
2_96,0.057233
2_97,0.057409
2_98,0.051034
2_99,0.810678
2_100,0.963868
2_101,0.064829
2_102,0.058628
2_103,0.066455
2_104,0.055044
2_105,0.79557
2_106,0.942426
2_107,0.070219
2_108,0.04371
2_109,0.045939
2_110,0.047176
2_111,0.052838
2_112,0.034527
2_113,0.023382
2_114,0.017367
2_115,0.017333
2_116,0.020539
2_117,0.030152
2_118,0.025566
2_119,0.023972
2_120,0.032229
2_121,0.024782
2_122,0.042182
2_123,0.047402
2_124,0.101707
2_125,0.080832
2_126,0.072105
2_127,0.869497
2_128,0.95883
2_129,0.852669
2_130,0.219945
2_131,0.865333
2_132,0.117855
2_133,0.811562
2_134,0.86272
2_135,0.132666
2_136,0.793886
2_137,0.927913
2_138,0.082659
2_139,0.049261
2_140,0.059994
2_141,0.067674
2_142,0.041289
2_143,0.027071
2_144,0.02242
2_145,0.019642
2_146,0.021497
2_147,0.01973
2_148,0.021725
2_149,0.016896
2_150,0.016689
2_151,0.01968
2_152,0.021419
2_153,0.016534
2_154,0.016332
2_155,0.019576
2_156,0.020696
2_157,0.018912
2_158,0.02094
2_159,0.022104
2_160,0.028231
2_161,0.020068
2_162,0.02047
2_163,0.04296
2_164,0.046019
2_165,0.055963
2_166,0.058348
2_167,0.057181
2_168,0.80517
2_169,0.955361
2_170,0.040406
2_171,0.040534
2_172,0.047764
2_173,0.048151
2_174,0.044834
2_175,0.056585
2_176,0.056343
2_177,0.052094
2_178,0.808287
2_179,0.958477
2_180,0.041753
2_181,0.044394
2_182,0.055548
2_183,0.056366
2_184,0.053178
2_185,0.834754
2_186,0.954618
2_187,0.064224
2_188,0.075011
2_189,0.050947
2_190,0.771632
2_191,0.92176
2_192,0.067158
2_193,0.051211
2_194,0.055241
2_195,0.0571
2_196,0.052536
2_197,0.790726
2_198,0.956071
2_199,0.049437
2_200,0.053029
2_201,0.063846
2_202,0.057922
2_203,0.050486
2_204,0.786984
2_205,0.948413
2_206,0.04074
2_207,0.039101
2_208,0.044708
2_209,0.045204
2_210,0.040846
2_211,0.026759
2_212,0.041838
2_213,0.044936
2_214,0.057876
2_215,0.056975
2_216,0.069997
2_217,0.828888
2_218,0.957065
2_219,0.066182
2_220,0.073573
2_221,0.796976
2_222,0.896788
2_223,0.072058
2_224,0.059692
2_225,0.793337
2_226,0.927974
2_227,0.061967
2_228,0.054973
2_229,0.064714
2_230,0.046077
2_231,0.043138
2_232,0.031409
2_233,0.022746
2_234,0.042128
2_235,0.043788
2_236,0.057033
2_237,0.054479
2_238,0.05274
2_239,0.81163
2_240,0.956223
2_241,0.041602
2_242,0.04632
2_243,0.058616
2_244,0.07393
2_245,0.062775
2_246,0.823124
2_247,0.951301
2_248,0.064495
2_249,0.784984
2_250,0.925784
2_251,0.059138
2_252,0.049748
2_253,0.062555
2_254,0.074463
2_255,0.044639
2_256,0.027397
2_257,0.02336
2_258,0.041757
2_259,0.045259
2_260,0.05554
2_261,0.056303
2_262,0.051724
2_263,0.803365
2_264,0.955981
2_265,0.049786
2_266,0.046397
2_267,0.04523
2_268,0.045895
2_269,0.042898
2_270,0.038339
2_271,0.03031
2_272,0.019941
2_273,0.022477
2_274,0.022376
2_275,0.042015
2_276,0.046077
2_277,0.063489
2_278,0.066201
2_279,0.060218
2_280,0.8041
2_281,0.95231
2_282,0.049043
2_283,0.042708
2_284,0.045716
2_285,0.050008
2_286,0.04316
2_287,0.036697
2_288,0.033264
2_289,0.019204
2_290,0.02581
2_291,0.032611
2_292,0.025397
2_293,0.020184
2_294,0.019464
2_295,0.019377
2_296,0.023191
2_297,0.050578
2_298,0.055943
2_299,0.067262
2_300,0.066636
2_301,0.074986
2_302,0.816075
2_303,0.945623
2_304,0.065975
2_305,0.059012
2_306,0.7846
2_307,0.918643
2_308,0.073643
2_309,0.058119
2_310,0.06513
2_311,0.047821
2_312,0.045657
2_313,0.034286
2_314,0.025616
2_315,0.025846
2_316,0.034536
2_317,0.027321
2_318,0.025803
2_319,0.027341
2_320,0.019522
2_321,0.02502
2_322,0.026228
2_323,0.018555
2_324,0.018679
2_325,0.043036
2_326,0.048257
2_327,0.061167
2_328,0.067004
2_329,0.058934
2_330,0.845769
2_331,0.958338
2_332,0.066285
2_333,0.078562
2_334,0.062097
2_335,0.795464
2_336,0.890687
2_337,0.077489
2_338,0.783757
2_339,0.930174
2_340,0.067365
2_341,0.059604
2_342,0.074176
2_343,0.07391
2_344,0.047316
2_345,0.03557
2_346,0.027326
2_347,0.020288
2_348,0.020109
2_349,0.023438
2_350,0.025411
2_351,0.026667
2_352,0.028328
2_353,0.020817
2_354,0.044294
2_355,0.053778
2_356,0.062488
2_357,0.059627
2_358,0.055882
2_359,0.805993
2_360,0.956569
2_361,0.044234
2_362,0.042085
2_363,0.049731
2_364,0.060537
2_365,0.054886
2_366,0.035023
2_367,0.026479
2_368,0.043806
2_369,0.048804
2_370,0.060729
2_371,0.06889
2_372,0.061308
2_373,0.813373
2_374,0.959289
2_375,0.044551
2_376,0.042333
2_377,0.049783
2_378,0.057873
2_379,0.047026
2_380,0.031233
2_381,0.028314
2_382,0.022637
2_383,0.021004
2_384,0.050209
2_385,0.048979
2_386,0.060918
2_387,0.059889
2_388,0.056218
2_389,0.80705
2_390,0.957076
2_391,0.044443
2_392,0.051075
2_393,0.057226
2_394,0.060253
2_395,0.050084
2_396,0.029928
2_397,0.04582
2_398,0.053503
2_399,0.059825
2_400,0.058979
2_401,0.053644
2_402,0.814297
2_403,0.965583
2_404,0.043505
2_405,0.042469
2_406,0.048531
2_407,0.057368
2_408,0.049149
2_409,0.059946
2_410,0.058146
2_411,0.055671
2_412,0.809957
2_413,0.968737
2_414,0.053032
2_415,0.047781
2_416,0.051861
2_417,0.062835
2_418,0.056956
2_419,0.036959
2_420,0.033879
2_421,0.050153
2_422,0.051356
2_423,0.069619
2_424,0.065674
2_425,0.058157
2_426,0.814813
2_427,0.965155
2_428,0.047119
2_429,0.043437
2_430,0.05051
2_431,0.049129
2_432,0.050292
2_433,0.037892
2_434,0.032938
2_435,0.02827
2_436,0.046165
2_437,0.049147
2_438,0.063644
2_439,0.060504
2_440,0.060957
2_441,0.851785
2_442,0.960078
2_443,0.066114
2_444,0.080577
2_445,0.06318
2_446,0.799193
2_447,0.894177
2_448,0.077963
2_449,0.786166
2_450,0.899675
2_451,0.075543
2_452,0.080281
2_453,0.784548
2_454,0.902446
2_455,0.075081
2_456,0.063742
2_457,0.795256
2_458,0.924126
2_459,0.067388
2_460,0.067108
2_461,0.078846
2_462,0.055617
2_463,0.045938
2_464,0.037146
2_465,0.03915
2_466,0.024455
2_467,0.022478
2_468,0.023422
2_469,0.021335
2_470,0.026975
2_471,0.026071
2_472,0.022099
2_473,0.029472
2_474,0.024915
2_475,0.017094
2_476,0.023036
2_477,0.02893
2_478,0.029108
2_479,0.031927
2_480,0.027905
2_481,0.024407
2_482,0.020933
2_483,0.019087
2_484,0.024366
2_485,0.021045
2_486,0.016197
2_487,0.019163
2_488,0.020984
2_489,0.022162
2_490,0.028184
2_491,0.044691
2_492,0.044445
2_493,0.055982
2_494,0.058048
2_495,0.050586
2_496,0.795332
2_497,0.948652
2_498,0.068339
2_499,0.059664
2_500,0.06469
2_501,0.069184
2_502,0.808737
2_503,0.92279
2_504,0.062763
2_505,0.058976
2_506,0.804095
2_507,0.89066
2_508,0.065434
2_509,0.074333
2_510,0.07565
2_511,0.784219
2_512,0.888839
2_513,0.101388
2_514,0.082876
2_515,0.825707
2_516,0.896114
2_517,0.78867
2_518,0.891779
2_519,0.112924
2_520,0.777503
2_521,0.904327
2_522,0.083937
2_523,0.079339
2_524,0.065929
2_525,0.070303
2_526,0.831827
2_527,0.93042
2_528,0.068757
2_529,0.073314
2_530,0.054131
2_531,0.765635
2_532,0.923111
2_533,0.069062
2_534,0.049468
2_535,0.045409
2_536,0.050841
2_537,0.098893
2_538,0.079013
2_539,0.138428
2_540,0.866191
2_541,0.954503
2_542,0.842
2_543,0.929973
2_544,0.839028
2_545,0.918584
2_546,0.11161
2_547,0.10174
2_548,0.122951
2_549,0.068434
2_550,0.071021
2_551,0.028347
2_552,0.024289
2_553,0.018143
2_554,0.021264
2_555,0.023182
2_556,0.01813
2_557,0.021148
2_558,0.023068
2_559,0.021354
2_560,0.023324
2_561,0.018838
2_562,0.044484
2_563,0.048568
2_564,0.061066
2_565,0.058247
2_566,0.053734
2_567,0.800135
2_568,0.953721
2_569,0.06509
2_570,0.059764
2_571,0.06534
2_572,0.053431
2_573,0.786578
2_574,0.934267
2_575,0.063414
2_576,0.040768
2_577,0.056308
2_578,0.051358
2_579,0.046724
2_580,0.03599
2_581,0.024946
2_582,0.018619
2_583,0.022071
2_584,0.024259
2_585,0.022467
2_586,0.024113
2_587,0.018963
2_588,0.0189
2_589,0.02209
2_590,0.024364
2_591,0.020037
2_592,0.023268
2_593,0.048223
2_594,0.053443
2_595,0.107041
2_596,0.084292
2_597,0.09255
2_598,0.842587
2_599,0.950841
2_600,0.796468
2_601,0.911341
2_602,0.085139
2_603,0.773277
2_604,0.916079
2_605,0.084517
2_606,0.080371
2_607,0.065886
2_608,0.069897
2_609,0.045836
2_610,0.048358
2_611,0.05043
2_612,0.073246
2_613,0.087118
2_614,0.075439
2_615,0.864321
2_616,0.220508
2_617,0.889231
2_618,0.106897
2_619,0.089732
2_620,0.768516
2_621,0.860084
2_622,0.106041
2_623,0.783172
2_624,0.892235
2_625,0.067813
2_626,0.08554
2_627,0.070896
2_628,0.781026
2_629,0.918619
2_630,0.074179
2_631,0.05468
2_632,0.051074
2_633,0.051246
2_634,0.049286
2_635,0.031646
2_636,0.033289
2_637,0.03241
2_638,0.029663
2_639,0.024571
2_640,0.025142
2_641,0.034028
2_642,0.030081
2_643,0.044333
2_644,0.046888
2_645,0.057386
2_646,0.055842
2_647,0.052265
2_648,0.799122
2_649,0.943549
2_650,0.047475
2_651,0.047501
2_652,0.066672
2_653,0.084531
2_654,0.070531
2_655,0.808617
2_656,0.18653
2_657,0.908694
2_658,0.070467
2_659,0.058288
2_660,0.068058
2_661,0.06023
2_662,0.065987
2_663,0.054141
2_664,0.098506
2_665,0.076381
2_666,0.08011
2_667,0.824803
2_668,0.940292
2_669,0.799003
2_670,0.898193
2_671,0.077147
2_672,0.07087
2_673,0.072457
2_674,0.768686
2_675,0.908298
2_676,0.064321
2_677,0.048437
2_678,0.04317
2_679,0.043774
2_680,0.043969
2_681,0.033426
2_682,0.021923
2_683,0.040872
2_684,0.044748
2_685,0.058803
2_686,0.066668
2_687,0.057019
2_688,0.820283
2_689,0.939068
2_690,0.063751
2_691,0.773378
2_692,0.908775
2_693,0.060518
2_694,0.048687
2_695,0.058693
2_696,0.06324
2_697,0.039586
2_698,0.043366
2_699,0.047006
2_700,0.057004
2_701,0.055291
2_702,0.050489
2_703,0.791257
2_704,0.939422
2_705,0.039177
2_706,0.045197
2_707,0.04646
2_708,0.047245
2_709,0.053085
2_710,0.037849
2_711,0.026431
2_712,0.01817
2_713,0.019874
2_714,0.01813
2_715,0.018678
2_716,0.020017
2_717,0.018242
2_718,0.020343
2_719,0.018906
2_720,0.020897
2_721,0.021228
2_722,0.033477
2_723,0.030268
2_724,0.022013
2_725,0.021805
2_726,0.022394
2_727,0.022336
2_728,0.022454
2_729,0.022877
2_730,0.022413
2_731,0.027632
2_732,0.038578
2_733,0.032015
2_734,0.027334
2_735,0.050019
2_736,0.049443
2_737,0.063535
2_738,0.063793
2_739,0.060743
2_740,0.84318
2_741,0.949465
2_742,0.066101
2_743,0.081702
2_744,0.076724
2_745,0.773893
2_746,0.884238
2_747,0.073196
2_748,0.06247
2_749,0.780123
2_750,0.912841
2_751,0.064005
2_752,0.057592
2_753,0.06868
2_754,0.060017
2_755,0.054168
2_756,0.779099
2_757,0.939052
2_758,0.051513
2_759,0.051414
2_760,0.049858
2_761,0.047092
2_762,0.041867
2_763,0.027526
2_764,0.028559
2_765,0.045068
2_766,0.044565
2_767,0.09493
2_768,0.077138
2_769,0.079765
2_770,0.828719
2_771,0.938784
2_772,0.780357
2_773,0.926601
2_774,0.07437
2_775,0.060034
2_776,0.070628
2_777,0.067521
2_778,0.066834
2_779,0.033441
2_780,0.040588
2_781,0.046532
2_782,0.056756
2_783,0.056218
2_784,0.05011
2_785,0.797738
2_786,0.939072
2_787,0.042175
2_788,0.041904
2_789,0.044322
2_790,0.047716
2_791,0.04678
2_792,0.043473
2_793,0.057021
2_794,0.054236
2_795,0.052085
2_796,0.796469
2_797,0.939878
2_798,0.043759
2_799,0.037322
2_800,0.0455
2_801,0.049062
2_802,0.056545
2_803,0.060716
2_804,0.050984
2_805,0.790734
2_806,0.943409
2_807,0.041471
2_808,0.037931
2_809,0.043922
2_810,0.044189
2_811,0.044306
2_812,0.040882
2_813,0.034155
2_814,0.020442
2_815,0.01542
2_816,0.021254
2_817,0.027778
2_818,0.019127
2_819,0.04223
2_820,0.043874
2_821,0.056628
2_822,0.052963
2_823,0.050859
2_824,0.789477
2_825,0.937752
2_826,0.042047
2_827,0.044222
2_828,0.096023
2_829,0.074831
2_830,0.080882
2_831,0.807295
2_832,0.932185
2_833,0.780726
2_834,0.923014
2_835,0.074507
2_836,0.060053
2_837,0.068411
2_838,0.064889
2_839,0.063632
2_840,0.029866
2_841,0.021221
2_842,0.018001
2_843,0.018826
2_844,0.019815
2_845,0.014884
2_846,0.014737
2_847,0.040254
2_848,0.049337
2_849,0.057879
2_850,0.052647
2_851,0.050525
2_852,0.786722
2_853,0.935271
2_854,0.042821
2_855,0.037382
2_856,0.043279
2_857,0.046908
2_858,0.044833
2_859,0.03124
2_860,0.03356
2_861,0.019588
2_862,0.014948
2_863,0.040038
2_864,0.043875
2_865,0.095002
2_866,0.078778
2_867,0.082268
2_868,0.828669
2_869,0.936718
2_870,0.779455
2_871,0.919151
2_872,0.075777
2_873,0.057911
2_874,0.070129
2_875,0.071909
2_876,0.072348
2_877,0.030151
2_878,0.021594
2_879,0.01536
2_880,0.015582
2_881,0.041747
2_882,0.044135
2_883,0.056716
2_884,0.055349
2_885,0.050479
2_886,0.789465
2_887,0.936133
2_888,0.061702
2_889,0.095518
2_890,0.076516
2_891,0.08053
2_892,0.809947
2_893,0.91259
2_894,0.781822
2_895,0.920469
2_896,0.074974
2_897,0.062432
2_898,0.070261
2_899,0.062959
2_900,0.066716
2_901,0.033633
2_902,0.024979
2_903,0.019534
2_904,0.028033
2_905,0.031021
2_906,0.030887
2_907,0.045335
2_908,0.045158
2_909,0.058198
2_910,0.05328
2_911,0.051836
2_912,0.795689
2_913,0.938967
2_914,0.044538
2_915,0.043761
2_916,0.058567
2_917,0.065841
2_918,0.056431
2_919,0.809096
2_920,0.932951
2_921,0.064277
2_922,0.766934
2_923,0.906527
2_924,0.056613
2_925,0.048319
2_926,0.058291
2_927,0.070144
2_928,0.042696
2_929,0.028925
2_930,0.026847
2_931,0.015984
2_932,0.018972
2_933,0.020974
2_934,0.022155
2_935,0.045355
2_936,0.045096
2_937,0.057493
2_938,0.05507
2_939,0.05768
2_940,0.794681
2_941,0.938057
2_942,0.03938
2_943,0.045693
2_944,0.047082
2_945,0.044462
2_946,0.044327
2_947,0.038222
2_948,0.033846
2_949,0.027444
2_950,0.043117
2_951,0.048331
2_952,0.059407
2_953,0.061442
2_954,0.072345
2_955,0.809469
2_956,0.940808
2_957,0.099963
2_958,0.079032
2_959,0.813249
2_960,0.881991
2_961,0.770632
2_962,0.907747
2_963,0.102586
2_964,0.060385
2_965,0.071739
2_966,0.066131
2_967,0.068008
2_968,0.026622
2_969,0.021648
2_970,0.015539
2_971,0.018555
2_972,0.020193
2_973,0.021468
2_974,0.027704
2_975,0.020393
2_976,0.0157
2_977,0.022004
2_978,0.028759
2_979,0.021387
2_980,0.021038
2_981,0.021444
2_982,0.016349
2_983,0.016403
2_984,0.019117
2_985,0.021011
2_986,0.016122
2_987,0.019046
2_988,0.02861
2_989,0.024146
2_990,0.016571
2_991,0.022524
2_992,0.031588
2_993,0.03152
2_994,0.023886
2_995,0.022189
2_996,0.030997
2_997,0.050795
2_998,0.052244
2_999,0.066274
2_1000,0.058049
2_1001,0.050909
2_1002,0.795463
2_1003,0.935206
2_1004,0.042464
