Id,Score
1_1092,0.03150580641517927
1_1093,0.041504641316203225
1_1094,0.05449760229626879
1_1095,0.07036475463704062
1_1096,0.08858938556150305
1_1097,0.10821696038183927
1_1098,0.12798208712608644
1_1099,0.14658986785264416
1_1100,0.16303211908061613
1_1101,0.17680820304176068
1_1102,0.1879751991057878
1_1103,0.1970698923937231
1_1104,0.20498480828878185
1_1105,0.2128494228021904
1_1106,0.22190171053162655
1_1107,0.2333080658512583
1_1108,0.24791665507154645
1_1109,0.26600475239723886
1_1110,0.28710819071220095
1_1111,0.31003593076652053
1_1112,0.3330788752909727
1_1113,0.35439762708262146
1_1114,0.3724257372487096
1_1115,0.3861597572169143
1_1116,0.39520521081088006
1_1117,0.3996022223941959
1_1118,0.399552054782678
1_1119,0.39522051222532295
1_1120,0.3867222565289293
1_1121,0.37428132269639675
1_1122,0.35843391059408075
1_1123,0.34014632896506275
1_1124,0.3207255295239119
1_1125,0.30154526623348804
1_1126,0.28366288630370395
1_1127,0.2675050129470922
1_1128,0.25277389474436546
1_1129,0.23866730872230893
1_1130,0.22437265355082997
1_1131,0.20963447285384487
1_1132,0.19512454381792863
1_1133,0.1823948454577026
1_1134,0.17338186140509146
1_1135,0.16966414730813031
1_1136,0.17181108243878643
1_1137,0.17914080354432743
1_1138,0.18994510252197108
1_1139,0.20205754227062547
1_1140,0.21343567939892918
1_1141,0.22254867629973232
1_1142,0.2284629821335522
1_1143,0.23073189067061523
1_1144,0.22925719555611843
1_1145,0.2242670269252056
1_1146,0.21641976107448302
1_1147,0.20691428301817946
1_1148,0.19740382758451092
1_1149,0.189642262559309
1_1150,0.18495411029318568
1_1151,0.18380804207410975
1_1152,0.18570778085025608
1_1153,0.18946417538406968
1_1154,0.19365200654092776
1_1155,0.19699756414981284
1_1156,0.1985288259673245
1_1157,0.1975056626042773
1_1158,0.19328549697300657
1_1159,0.18529275636872722
1_1160,0.17316787085712412
1_1161,0.15702136856638493
1_1162,0.1376425185369017
1_1163,0.11651511882127769
1_1164,0.09558783493872496
1_1165,0.07689291328617083
1_1166,0.062150570657787646
1_1167,0.052508442093022946
1_1168,0.04845038341172029
1_1169,0.0498395841652682
1_1170,0.056017679421728896
1_1171,0.06591493428363256
1_1172,0.0781760265236815
1_1173,0.091326951603328
1_1174,0.10398671909811465
1_1175,0.11506875026505266
1_1176,0.12390760937006957
1_1177,0.1302617441309826
1_1178,0.13418169174390573
1_1179,0.13583173611100055
1_1180,0.13532941841700272
1_1181,0.13270370962110506
1_1182,0.1280142628386752
1_1183,0.12158857352409064
1_1184,0.1142823161719111
1_1185,0.10759788208998225
1_1186,0.10354843209617694
1_1187,0.10423563202910464
1_1188,0.11127192341795239
1_1189,0.12524814786202876
1_1190,0.1454708096260131
1_1191,0.17007685543714365
1_1192,0.19649223663259235
1_1193,0.22206708791138166
1_1194,0.24465636874512106
1_1195,0.26296768307489604
1_1196,0.27660457965189567
1_1197,0.28586250541920555
1_1198,0.2914066598472544
1_1199,0.2939721488511542
1_1200,0.29418484847134235
1_1201,0.29251954321598306
1_1202,0.2893635039693694
1_1203,0.28510511441790676
1_1204,0.28016294817242754
1_1205,0.2749472704842049
1_1206,0.2697571871452479
1_1207,0.26467291427757506
1_1208,0.25949597639068694
1_1209,0.25373924151177496
1_1210,0.24671119390308952
1_1211,0.23769716732758178
1_1212,0.22624086380680355
1_1213,0.21245388510700458
1_1214,0.1972158491226475
1_1215,0.18212073555545558
1_1216,0.1691141362296712
1_1217,0.1599213899438847
1_1218,0.1554947720949835
1_1219,0.15573039255860283
1_1220,0.1595711003115065
1_1221,0.16543265908706375
1_1222,0.1717308494088858
1_1223,0.17727709251324913
1_1224,0.18141616154623078
1_1225,0.18392334668202667
1_1226,0.18478956880490655
1_1227,0.1840345959603895
1_1228,0.1816464032466949
1_1229,0.17767747267193104
1_1230,0.17242386496201673
1_1231,0.16658713213709464
1_1232,0.16128535639183295
1_1233,0.15787037812685437
1_1234,0.15760320974123218
1_1235,0.16130396536210714
1_1236,0.16911491900987735
1_1237,0.18044035655399682
1_1238,0.19407543195911978
1_1239,0.20848144956936782
1_1240,0.22213074202524657
1_1241,0.23382072938783074
1_1242,0.24285594512576958
1_1243,0.24904191976285517
1_1244,0.25251835517747256
1_1245,0.2535163233257531
1_1246,0.2521355566800715
1_1247,0.24822335502539228
1_1248,0.24138494594619037
1_1249,0.23112470921572034
1_1250,0.2170813876821051
1_1251,0.19927601889838514
1_1252,0.1782683241214188
1_1253,0.1551366490533268
1_1254,0.13127727315981927
1_1255,0.10811298147884771
1_1256,0.08682280331692781
1_1257,0.06818529324284657
1_1258,0.052547791045466224
1_1259,0.039904739705579284
1_1260,0.030031926355741523
1_1261,0.022645389357624956
1_1262,0.0175296076303691
1_1263,0.014609256930592078
1_1264,0.013955014702534163
1_1265,0.0157383309942652
1_1266,0.020147368121606016
1_1267,0.027276598733150414
1_1268,0.0370046926818423
1_1269,0.04889431687543094
1_1270,0.062173597194264185
1_1271,0.0758395571349821
1_1272,0.0888587876352749
1_1273,0.10039015420666753
1_1274,0.1099323953201467
1_1275,0.11735660111126074
1_1276,0.1228379581626856
1_1277,0.12675257774192972
1_1278,0.12958479539483442
1_1279,0.13185794208210447
1_1280,0.1341064035107411
1_1281,0.13687678112413182
1_1282,0.14075942470662736
1_1283,0.14642886303723635
1_1284,0.154638025702545
1_1285,0.1661186270721049
1_1286,0.18135647381944087
1_1287,0.20031371339662124
1_1288,0.22221814320575847
1_1289,0.24557245033710573
1_1290,0.26842915087886243
1_1291,0.2888698101968892
1_1292,0.3054566994743209
1_1293,0.31747586220021307
1_1294,0.3248426063903
1_1295,0.32777091735766023
1_1296,0.3263859803179513
1_1297,0.32049915767363407
1_1298,0.30965718230215744
1_1299,0.2934658364011841
1_1300,0.2720589084581626
1_1301,0.24650314652810007
1_1302,0.21890782556473035
1_1303,0.1921036713163347
1_1304,0.16894747440500457
1_1305,0.15150384107190537
1_1306,0.14048787918228495
1_1307,0.13521414509531812
1_1308,0.13404066121306776
1_1309,0.1350487610083504
1_1310,0.13660926075102467
1_1311,0.1376531359284404
1_1312,0.13765792382441105
1_1313,0.13651903090875847
1_1314,0.1344578844664479
1_1315,0.13201420465572386
1_1316,0.13002871024063023
1_1317,0.12951895884363618
1_1318,0.13137593513984522
1_1319,0.13600745991171487
1_1320,0.14309592793092177
1_1321,0.15164824688482162
1_1322,0.16033723030021255
1_1323,0.16795418752469612
1_1324,0.17376865188801693
1_1325,0.1776448548804338
1_1326,0.17997772937611367
1_1327,0.18156821034994425
1_1328,0.1835406028821162
1_1329,0.18728194423915687
1_1330,0.19429595147494877
1_1331,0.20588096937062964
1_1332,0.22267329543883552
1_1333,0.24425225975902104
1_1334,0.26903532953569886
1_1335,0.2946062248012373
1_1336,0.31835464306729644
1_1337,0.3381581280242765
1_1338,0.352807929303738
1_1339,0.3620312507166539
1_1340,0.36620308775975036
1_1341,0.36595239497390725
1_1342,0.36185091838031036
1_1343,0.35425747109994016
1_1344,0.3432824647399336
1_1345,0.3288243549790902
1_1346,0.3106619548380325
1_1347,0.28862698727009595
1_1348,0.26284362633739083
1_1349,0.2339590542190166
1_1350,0.20329280305613176
1_1351,0.17281036306737962
1_1352,0.14492790924343588
1_1353,0.12215013607908864
1_1354,0.10659368541536532
1_1355,0.09949702470332977
1_1356,0.10087566931007788
1_1357,0.10947926885345965
1_1358,0.12309844803621488
1_1359,0.1391311928719041
1_1360,0.15516533725637374
1_1361,0.16939201806509468
1_1362,0.18072383706601125
1_1363,0.1886597106453588
1_1364,0.19301565057367415
1_1365,0.19365668626749188
1_1366,0.1903517675433176
1_1367,0.18281447510129226
1_1368,0.17090806235712513
1_1369,0.1549086955987453
1_1370,0.13566721934904957
1_1371,0.11456300480288766
1_1372,0.09323926065983343
1_1373,0.07325118656224545
1_1374,0.055763163922331944
1_1375,0.04140627876542771
1_1376,0.030298650823308248
1_1377,0.022172781674553808
1_1378,0.01653937742513425
1_1379,0.012843422750692484
1_1380,0.010582663044215629
1_1381,0.009397877191053615
1_1382,0.009124075004807154
1_1383,0.009813248519314548
1_1384,0.011713765029701275
1_1385,0.015216751836274961
1_1386,0.02075390692051539
1_1387,0.02867971552781319
1_1388,0.03914224410546389
1_1389,0.051980738480212056
1_1390,0.06666922121092478
1_1391,0.08234317236183164
1_1392,0.09791931629960611
1_1393,0.1123001639913144
1_1394,0.1245913334640108
1_1395,0.13426413309094945
1_1396,0.14118034141359526
1_1397,0.14549729348152884
1_1398,0.14749301605877244
1_1399,0.1474297689911428
1_1400,0.14553561928440648
1_1401,0.1421400504871613
1_1402,0.1378878982931081
1_1403,0.13388344896400445
1_1404,0.1315980886675763
1_1405,0.13250012034037326
1_1406,0.13752716407997734
1_1407,0.14667647548931018
1_1408,0.15893124909957115
1_1409,0.17258948879511946
1_1410,0.18580266924048902
1_1411,0.19707475858357779
1_1412,0.2054924051048861
1_1413,0.21065218105557085
1_1414,0.21238577509329992
1_1415,0.21047830487827293
1_1416,0.20454754418769558
1_1417,0.19416776814923886
1_1418,0.17917840021860906
1_1419,0.16001303485820143
1_1420,0.13783230780978495
1_1421,0.1143675510343666
1_1422,0.09151260325991907
1_1423,0.07087800489356301
1_1424,0.05348317345563822
1_1425,0.039690477365855376
1_1426,0.029323795421908005
1_1427,0.021864526949809702
1_1428,0.016630866487313746
1_1429,0.012910634877300877
1_1430,0.010060766491940923
1_1431,0.007587398796006566
1_1432,0.0052021948083274365
1_1433,0.002835068085127005
1_1434,0.0005876626813034668
1_1435,0.0
1_1437,0.0
1_1438,0.0
2_0,0.0031326469447917446
2_1,0.006472382043286072
2_2,0.013194636730007217
2_3,0.02328275693336982
2_4,0.036532775788157314
2_5,0.05248980953299167
2_6,0.07051898240230711
2_7,0.0899598412361881
2_8,0.11030724756512125
2_9,0.13133455122992566
2_10,0.15313198456023727
2_11,0.17606474076039616
2_12,0.20064134489392588
2_13,0.22729471538935914
2_14,0.2561097471740302
2_15,0.2866053871216948
2_16,0.3177102220152285
2_17,0.3479853781196548
2_18,0.3760057500082013
2_19,0.40067441433738193
2_20,0.4213411831290556
2_21,0.4377047215188668
2_22,0.4496221192767038
2_23,0.456935290554961
2_24,0.45937188248865063
2_25,0.45653627241529615
2_26,0.4480328459740271
2_27,0.4337217821174832
2_28,0.41405424269921415
2_29,0.3902947620744116
2_30,0.3644701556797845
2_31,0.3389540867120323
2_32,0.31586448831774544
2_33,0.2964902924382279
2_34,0.2810197596466508
2_35,0.26863637348846786
2_36,0.2578856654335243
2_37,0.24714476615044545
2_38,0.23501016288173027
2_39,0.22055265066205898
2_40,0.20347430934717284
2_41,0.18422449512607156
2_42,0.16406602400467804
2_43,0.14497907757002965
2_44,0.12930747927994274
2_45,0.11914205472462318
2_46,0.11567165801070593
2_47,0.11877274138204502
2_48,0.12705335507850637
2_49,0.1383308491169737
2_50,0.1502990815837497
2_51,0.16110069197596766
2_52,0.16960015970034167
2_53,0.1753418282713645
2_54,0.1783121554174905
2_55,0.17870763038598705
2_56,0.17684425661027048
2_57,0.17326070858352005
2_58,0.1689307559313904
2_59,0.16538203554843514
2_60,0.164563937110242
2_61,0.16840635464666032
2_62,0.17820856516744807
2_63,0.19413287206330043
2_64,0.21503432676002618
2_65,0.23872734190440828
2_66,0.2625810491259404
2_67,0.28422914110520653
2_68,0.30213544678428783
2_69,0.3158580243253478
2_70,0.32598641169065673
2_71,0.3338409268410912
2_72,0.3410602743811064
2_73,0.34917005981264626
2_74,0.3591974857292568
2_75,0.37138126757030676
2_76,0.3850765720043328
2_77,0.3988936945614265
2_78,0.41105070943849803
2_79,0.41976039807071064
2_80,0.4234835462594359
2_81,0.420999802387339
2_82,0.41138619464314735
2_83,0.39408642933681953
2_84,0.36909786735293826
2_85,0.3372322099518226
2_86,0.30026531346522445
2_87,0.2609078960233161
2_88,0.2225821399584662
2_89,0.18906991633874104
2_90,0.16404645234047666
2_91,0.15051355118991694
2_92,0.150180683686281
2_93,0.1629841335511438
2_94,0.18696440551991075
2_95,0.21864216070601047
2_96,0.2538092332376615
2_97,0.288447163035629
2_98,0.31943876380568126
2_99,0.34489004546784546
2_100,0.36406311213128806
2_101,0.37705767931287415
2_102,0.3843901523141415
2_103,0.3865911463812703
2_104,0.38391946000156724
2_105,0.3762381003514103
2_106,0.3630851174622483
2_107,0.3439056982284914
2_108,0.3183810576924811
2_109,0.28679586363493953
2_110,0.25030097508478216
2_111,0.21099589602816718
2_112,0.17169908821684104
2_113,0.13545721495007673
2_114,0.10492102640175016
2_115,0.08183662410278358
2_116,0.06682447298260503
2_117,0.05948461262221342
2_118,0.0587170415307296
2_119,0.06308304415392194
2_120,0.07106990429616307
2_121,0.0812222499023035
2_122,0.09220340896023885
2_123,0.1028729848038045
2_124,0.11241334748313796
2_125,0.12047866014030043
2_126,0.12724587243615537
2_127,0.13332699887705088
2_128,0.1395077573802286
2_129,0.14642600371832015
2_130,0.15429604181033257
2_131,0.16280568982994903
2_132,0.17122795653437178
2_133,0.17867388384250146
2_134,0.1843587428887067
2_135,0.18774225715213838
2_136,0.18850395841911724
2_137,0.18641993171221805
2_138,0.18125450378296587
2_139,0.17276492788921177
2_140,0.160829299154411
2_141,0.14563358584619218
2_142,0.12780879102132198
2_143,0.10842261657215636
2_144,0.0888003274171868
2_145,0.07024400936646794
2_146,0.053771978995714446
2_147,0.039978272546978125
2_148,0.02904214138934122
2_149,0.02083032708403299
2_150,0.015031020827844311
2_151,0.011266122888369551
2_152,0.009187031621304012
2_153,0.008544576629951384
2_154,0.009242860047438918
2_155,0.011364979798874431
2_156,0.015160716300357313
2_157,0.020989688423044932
2_158,0.02923247402586723
2_159,0.04015385402689258
2_160,0.053751192790687304
2_161,0.06961835346695532
2_162,0.08689860612785774
2_163,0.10437780217740866
2_164,0.12072281088927928
2_165,0.13480183244999022
2_166,0.1459539209135956
2_167,0.15412194273939264
2_168,0.1598090702670755
2_169,0.1639229665542841
2_170,0.1675887787154881
2_171,0.17198770304174446
2_172,0.17820202602987462
2_173,0.18704664188084436
2_174,0.19888809401842864
2_175,0.2135221254760344
2_176,0.23021249107402952
2_177,0.2479134863166214
2_178,0.2656072985084134
2_179,0.2825727406101257
2_180,0.29845524114667693
2_181,0.31312131529198584
2_182,0.32643295364125596
2_183,0.33811051152017313
2_184,0.3477772265192874
2_185,0.3551080178675898
2_186,0.35996983108290087
2_187,0.3624445026311811
2_188,0.36274733317027125
2_189,0.3611185758969344
2_190,0.3577694702058838
2_191,0.35293401023546656
2_192,0.34698292506232087
2_193,0.34053336037043974
2_194,0.33443949047732446
2_195,0.3296168135037247
2_196,0.32674045738055957
2_197,0.32599166027331344
2_198,0.32697061295270674
2_199,0.3288453432624341
2_200,0.3306019849277611
2_201,0.3312373774391147
2_202,0.3298017298393061
2_203,0.3253527449130225
2_204,0.31694653589904165
2_205,0.30381149533898094
2_206,0.2857059548702055
2_207,0.2633402646306061
2_208,0.23863633098080567
2_209,0.21461079421972135
2_210,0.1948188743848841
2_211,0.18246622507167978
2_212,0.17951105806890275
2_213,0.18609327448208182
2_214,0.20052652260065032
2_215,0.21983794084085662
2_216,0.24062911524976746
2_217,0.25992836373889144
2_218,0.2757443734730235
2_219,0.28721113997718517
2_220,0.2943569709628527
2_221,0.2976964609704765
2_222,0.29780999309177064
2_223,0.2950677593971896
2_224,0.289512276748198
2_225,0.2809020941394985
2_226,0.268901182381714
2_227,0.253378571756573
2_228,0.23477083479370334
2_229,0.21437996345560104
2_230,0.19442831371924846
2_231,0.17776160930682014
2_232,0.16721083654996158
2_233,0.16481893922561283
2_234,0.17122676552485805
2_235,0.18547824595707205
2_236,0.20531871158873705
2_237,0.22785465060121027
2_238,0.2502667972279463
2_239,0.2703292683833001
2_240,0.2865991339103726
2_241,0.29832006616544104
2_242,0.3051605673928914
2_243,0.3069575094678412
2_244,0.3035702092330641
2_245,0.2949368402946211
2_246,0.2812600394048806
2_247,0.26321249041300726
2_248,0.24196942461396653
2_249,0.21903388514029223
2_250,0.1959512786357437
2_251,0.17409240830415837
2_252,0.15462703739174627
2_253,0.13861100957192704
2_254,0.1270358454471909
2_255,0.12070206159364824
2_256,0.1199465593503175
2_257,0.12437726774921178
2_258,0.1328048417393795
2_259,0.14346615222542228
2_260,0.15445847783499775
2_261,0.1642051346900482
2_262,0.17172579597080181
2_263,0.17663993697820896
2_264,0.17894491785486882
2_265,0.17873011910754757
2_266,0.17600115205666844
2_267,0.1707149776710512
2_268,0.16300808685970844
2_269,0.1535062506349533
2_270,0.1435056170133358
2_271,0.13485475204481268
2_272,0.129480624670621
2_273,0.12873525956223503
2_274,0.1328636259097297
2_275,0.14089353991355505
2_276,0.15100970740860503
2_277,0.16120620200897615
2_278,0.16989113691442703
2_279,0.17616750306663612
2_280,0.17974875930103357
2_281,0.18064873722273708
2_282,0.1788704597751577
2_283,0.1742638730059456
2_284,0.16660387328672288
2_285,0.1558240925076455
2_286,0.14226198986099614
2_287,0.12677907505805383
2_288,0.11068573190259412
2_289,0.09548656023258
2_290,0.08258983033161564
2_291,0.07309033775771874
2_292,0.06771164165101974
2_293,0.06687458248180624
2_294,0.07079583289769141
2_295,0.07951472389880797
2_296,0.09280846580563569
2_297,0.11004408959331677
2_298,0.13007730425060024
2_299,0.15130520553986218
2_300,0.1719147036822618
2_301,0.1902466953570625
2_302,0.20514704825569552
2_303,0.21611919870663962
2_304,0.2232442578425432
2_305,0.2268911132607391
2_306,0.22737827353332885
2_307,0.2247276979945536
2_308,0.21861831996236583
2_309,0.20855249206051552
2_310,0.19417335440876873
2_311,0.17559673963443506
2_312,0.15362142844833204
2_313,0.12969608483790843
2_314,0.10566583357366643
2_315,0.08337993754241263
2_316,0.06434565315512594
2_317,0.0495406532826923
2_318,0.03942860801114554
2_319,0.034111244996134014
2_320,0.033509221322182696
2_321,0.037474108888380826
2_322,0.045786588205666334
2_323,0.058059016504586454
2_324,0.07361028580311832
2_325,0.09139624673898356
2_326,0.11006764785656568
2_327,0.12815306781607821
2_328,0.14433066917755105
2_329,0.1576739376918958
2_330,0.1677895240815943
2_331,0.17478401666409676
2_332,0.17909335256535291
2_333,0.1812357130144532
2_334,0.18159012184719284
2_335,0.1802679367965046
2_336,0.1771239877728587
2_337,0.171887844967425
2_338,0.16437450460753808
2_339,0.15466842508250267
2_340,0.14319316900913356
2_341,0.1306179285471432
2_342,0.11765308395738225
2_343,0.10486099580900253
2_344,0.0925985583521781
2_345,0.08113617539026297
2_346,0.07086946484691255
2_347,0.06247916371647305
2_348,0.05691214496649881
2_349,0.055154617029031607
2_350,0.05788331231901442
2_351,0.06514725939498638
2_352,0.07622679187613546
2_353,0.08973639672621099
2_354,0.10393929234032694
2_355,0.11716154113426167
2_356,0.12814006777942205
2_357,0.13618759065758504
2_358,0.14114705892164636
2_359,0.1432015467439841
2_360,0.14266713222422728
2_361,0.13987602631124715
2_362,0.13519652660405368
2_363,0.12913873779131943
2_364,0.12245699676645071
2_365,0.11614222564121522
2_366,0.11125142739870064
2_367,0.10862344440938185
2_368,0.10859584065248767
2_369,0.11089196873904293
2_370,0.1147251370805718
2_371,0.11908506393382237
2_372,0.12303595002756278
2_373,0.1259012299196088
2_374,0.1272742616339349
2_375,0.12693171250858967
2_376,0.12476271328689784
2_377,0.12080447782204681
2_378,0.11538150202097662
2_379,0.10923760060914668
2_380,0.10351702034963321
2_381,0.09951770898801973
2_382,0.09827473412373106
2_383,0.10017071828271013
2_384,0.10477770513588294
2_385,0.11102836350032941
2_386,0.11761455429357173
2_387,0.12340487076974656
2_388,0.12769051599296408
2_389,0.13019013291632586
2_390,0.1308937833789612
2_391,0.12989169586911772
2_392,0.12730621784991106
2_393,0.12334884254559571
2_394,0.1184259247868717
2_395,0.11318292282048296
2_396,0.10839964030726199
2_397,0.10477409140086551
2_398,0.10269734045462829
2_399,0.10215982041062899
2_400,0.10282078795061868
2_401,0.10419166235203135
2_402,0.10582068438564754
2_403,0.10740237586671651
2_404,0.10879621309950528
2_405,0.10998358821063704
2_406,0.11100345095216255
2_407,0.11189553177797962
2_408,0.11267086155529521
2_409,0.11330523643297621
2_410,0.11374611829296531
2_411,0.11391801707894718
2_412,0.11371940002818742
2_413,0.11301478188175382
2_414,0.11165201072006442
2_415,0.1095205751318557
2_416,0.10664750038565916
2_417,0.10328513032057866
2_418,0.09992273765009178
2_419,0.09717423443656448
2_420,0.09556498698062188
2_421,0.095320254839668
2_422,0.09627427599613379
2_423,0.09794945398970276
2_424,0.09974910228263842
2_425,0.10115049202024748
2_426,0.10179964491391914
2_427,0.10151291639402407
2_428,0.10022989984448714
2_429,0.09800908208920854
2_430,0.09508739020068471
2_431,0.09198314627056398
2_432,0.08955897388960207
2_433,0.0889616145054518
2_434,0.0913930341810121
2_435,0.09776489421641989
2_436,0.10836910584907462
2_437,0.12273541904247069
2_438,0.13976391216151673
2_439,0.1581015532697887
2_440,0.1765844062350811
2_441,0.19456385825102668
2_442,0.21198474188160257
2_443,0.22923178043839443
2_444,0.24685810108788891
2_445,0.2653290264664544
2_446,0.284854580231414
2_447,0.30531059564876495
2_448,0.3262277174682114
2_449,0.3468171075587963
2_450,0.3660545941748737
2_451,0.3828376374105977
2_452,0.39615925814602015
2_453,0.4052608438415059
2_454,0.4096576244249594
2_455,0.4090863905492654
2_456,0.40342015401979975
2_457,0.3926411286372737
2_458,0.37685869031125335
2_459,0.35634264891504114
2_460,0.3315317406497114
2_461,0.303048632153415
2_462,0.2717398954839308
2_463,0.23872597187724823
2_464,0.20537285866207142
2_465,0.17315110573865394
2_466,0.14340717323363808
2_467,0.11715950772080715
2_468,0.0949912947779483
2_469,0.07704934746812278
2_470,0.06310946621369733
2_471,0.05266926767917113
2_472,0.0450524809738241
2_473,0.039516037414004994
2_474,0.03536328972823803
2_475,0.03202927160571978
2_476,0.029132688284695462
2_477,0.02648475002873506
2_478,0.024056249046011714
2_479,0.02193459834729252
2_480,0.020297845968197833
2_481,0.019411154897593763
2_482,0.019676223166077082
2_483,0.02168279338184482
2_484,0.026271563316774944
2_485,0.03456124271869692
2_486,0.047918813706979715
2_487,0.06783017241054182
2_488,0.09563045062752625
2_489,0.13210633310183809
2_490,0.17706757946737836
2_491,0.22906128710108442
2_492,0.28540360353911765
2_493,0.34258605445254964
2_494,0.39694934888849037
2_495,0.44537991978149555
2_496,0.48580146195911905
2_497,0.5173297319487743
2_498,0.540119785415525
2_499,0.5550084281291174
2_500,0.5630939178493105
2_501,0.5653834246647919
2_502,0.5626209031586362
2_503,0.5553391609923801
2_504,0.5440948169259977
2_505,0.5297079941252542
2_506,0.5133602729130465
2_507,0.49641164911040775
2_508,0.4800299922975529
2_509,0.4647861877981976
2_510,0.4504635202153631
2_511,0.43619397020041545
2_512,0.42087845229764215
2_513,0.40372859819864604
2_514,0.3846936459491807
2_515,0.3646122665817107
2_516,0.3450599609870715
2_517,0.32796573594791084
2_518,0.31513225150718044
2_519,0.30779144787680496
2_520,0.30631533713787756
2_521,0.31015599947160366
2_522,0.3180354433289803
2_523,0.3283014303483516
2_524,0.3393091873029207
2_525,0.3497071468125152
2_526,0.3585486402288495
2_527,0.36526250001340255
2_528,0.36952241851949796
2_529,0.371089535927369
2_530,0.3696846580173225
2_531,0.3649449621659366
2_532,0.35650787631573894
2_533,0.34421380293163034
2_534,0.32833356270249997
2_535,0.3097072909121321
2_536,0.2896883612757266
2_537,0.26989359237134686
2_538,0.2518408518606568
2_539,0.2366136751287408
2_540,0.22467020128917248
2_541,0.21582154539414555
2_542,0.20934317231993282
2_543,0.2041443387227514
2_544,0.1989470320640993
2_545,0.1924640799391447
